url,object_id,name,title,popularity,votes,verified,description,stack_count,type,category,layer,function
https://stackshare.io/java,Service_995,Java,"A concurrent, class-based, object-oriented, language specifically designed to have as few implementation dependencies as possible",304733.8,3688,False,"Java is a programming language and computing platform first released by Sun Microsystems in 1995. There are lots of applications and websites that will not work unless you have Java installed, and more are created every day. Java is fast, secure, and reliable. From laptops to datacenters, game consoles to scientific supercomputers, cell phones to the Internet, Java is everywhere!",20744,service,languages-and-frameworks,application and data,languages
https://stackshare.io/mysql,Service_1025,MySQL,The world's most popular open source database,285073.7,3742,False,"The MySQL software delivers a very fast, multi-threaded, multi-user, and robust SQL (Structured Query Language) database server. MySQL Server is intended for mission-critical, heavy-load production systems as well as for embedding into mass-deployed software.",8330,service,data-stores,application and data,databases
https://stackshare.io/php,Service_991,PHP,A popular general-purpose scripting language that is especially suited to web development,282435.4,4614,False,"Fast, flexible and pragmatic, PHP powers everything from your blog to the most popular websites in the world.",47743,service,languages-and-frameworks,application and data,languages
https://stackshare.io/slack,Service_675,Slack,Bring all your communication together in one place,270053.3,6022,False,"Imagine all your team communication in one place, instantly searchable, available wherever you go. That’s Slack. All your messages. All your files. And everything from Twitter, Dropbox, Google Docs, Asana, Trello, GitHub and dozens of other services. All together.",10255,service,collaboration,business tools,group-chat-and-notifications
https://stackshare.io/gmail,Service_3167,Gmail,A free web-based e-mail service,246046.4,32,False,"An easy to use email app that saves you time and keeps your messages safe. Get your messages instantly via push notifications, read and respond online & offline, and find any message quickly.",39122,service,back-office,business tools,email-services
https://stackshare.io/postgresql,Service_1028,PostgreSQL,"A powerful, open source object-relational database system",224314.0,3540,False,"PostgreSQL is an advanced object-relational database management system
that supports an extended subset of the SQL standard, including
transactions, foreign keys, subqueries, triggers, user-defined types
and functions.",9664,service,data-stores,application and data,databases
https://stackshare.io/google-analytics,Service_64,Google Analytics,Enterprise-class web analytics.,223216.5,5047,False,"Google Analytics lets you measure your advertising ROI as well as track your Flash, video, and social networking sites and applications.",69870,service,analytics,utilities,general-analytics
https://stackshare.io/nginx,Service_1052,NGINX,A high performance free open source web server powering busiest sites on the Internet.,219836.9,5494,True,"nginx [engine x] is an HTTP and reverse proxy server, as well as a mail proxy server, written by Igor Sysoev. According to Netcraft nginx served or proxied 30.46% of the top million busiest sites in Jan 2018.",45203,service,application-hosting,application and data,web-servers
https://stackshare.io/mongodb,Service_1030,MongoDB,The database for giant ideas,216280.5,4133,True,"MongoDB stores data in JSON-like documents that can vary in structure, offering a dynamic, flexible schema. MongoDB was also designed for high availability and scalability, with built-in replication and auto-sharding.",6554,service,data-stores,application and data,databases
https://stackshare.io/postman,Service_1336,Postman,Only complete API development environment,215443.0,1797,True,"It is the only complete API development environment, used by nearly five million developers and more than 100,000 companies worldwide. ",4948,service,application-utilities,utilities,api-tools
https://stackshare.io/typescript,Service_1612,TypeScript,A superset of JavaScript that compiles to clean JavaScript output,210694.9,499,False,TypeScript is a language for application-scale JavaScript development. It's a typed superset of JavaScript that compiles to plain JavaScript.,13509,service,languages-and-frameworks,application and data,languages
https://stackshare.io/google-drive,Service_148,Google Drive,A safe place for all your files,184256.7,2125,False,"Keep photos, stories, designs, drawings, recordings, videos, and more. Your first 15 GB of storage are free with a Google Account. Your files in Drive can be reached from any smartphone, tablet, or computer.",4645,service,assets-and-media,application and data,file-storage
https://stackshare.io/wordpress,Service_250,WordPress,"A semantic personal publishing platform with a focus on aesthetics, web standards, and usability.",169416.3,2069,False,"The core software is built by hundreds of community volunteers, and when you’re ready for more there are thousands of plugins and themes available to transform your site into almost anything you can imagine. Over 60 million people have chosen WordPress to power the place on the web they call “home” — we’d love you to join the family.",50671,service,support-sales-and-marketing,business tools,self-hosted-blogging-cms
https://stackshare.io/ubuntu,Service_3511,Ubuntu,"The leading OS for PC, tablet, phone and cloud",169099.4,461,False,Ubuntu is an ancient African word meaning ‘humanity to others’. It also means ‘I am what I am because of who we all are’. The Ubuntu operating system brings the spirit of Ubuntu to the world of computers.,11852,service,languages-and-frameworks,application and data,operating-systems
https://stackshare.io/css-3,Service_6727,CSS 3,The latest evolution of the Cascading Style Sheets language,165263.1,0,False,"CSS3 is the latest evolution of the Cascading Style Sheets language and aims at extending CSS2.1. It brings a lot of long-awaited novelties, like rounded corners, shadows, gradients, transitions or animations, as well as new layouts like multi-columns, flexible box or grid layouts. Experimental parts are vendor-prefixed and should either be avoided in production environments, or used with extreme caution as both their syntax and semantics can change in the future.",11252,service,languages-and-frameworks,application and data,languages
https://stackshare.io/es6,Service_4109,ES6,The next version of JavaScript,163003.5,165,False,"Goals for ECMAScript 2015 include providing better support for large applications, library creation, and for use of ECMAScript as a compilation target for other languages. Some of its major enhancements include modules, class declarations, lexical block scoping, iterators and generators, promises for asynchronous programming, destructuring patterns, and proper tail calls.",3909,service,languages-and-frameworks,application and data,languages
https://stackshare.io/stack-overflow,Service_1927,Stack Overflow,Question and answer site for professional and enthusiast programmers,160528.4,893,True,"Stack Overflow is a question and answer site for professional and enthusiast programmers. It's built and run by you as part of the Stack Exchange network of Q&A sites. With your help, we're working together to build a library of detailed answers to every question about programming.",1827,service,application-utilities,utilities,question-and-answer-sites
https://stackshare.io/gitlab,Service_880,GitLab,Open source self-hosted Git management software,141399.7,2473,True,"GitLab offers git repository management, code reviews, issue tracking, activity feeds and wikis. Enterprises install GitLab on-premise and connect it with LDAP and Active Directory servers for secure authentication and authorization. A single GitLab server can handle more than 25,000 users but it is also possible to create a high availability setup with multiple active servers.",3805,service,build-test-deploy,devops,code-collaboration-version-control
https://stackshare.io/c-sharp,Service_1015,C#,"Simple, general-purpose, object-oriented programming language for the .NET platform",140522.0,2121,True,"C# (pronounced ""See Sharp"") is a simple, modern, object-oriented, and type-safe programming language. C# has its roots in the C family of languages and will be immediately familiar to C, C++, Java, and JavaScript programmers.",12850,service,languages-and-frameworks,application and data,languages
https://stackshare.io/jira,Service_154,Jira,"The #1 software development tool used by agile teams to plan, track, and release great software.",137121.6,1177,True,"Jira's secret sauce is the way it simplifies the complexities of software development into manageable units of work. 
Jira comes out-of-the-box with everything agile teams need to ship value to customers faster.",5497,service,collaboration,business tools,issue-tracking
https://stackshare.io/kubernetes,Service_1885,Kubernetes,Manage a cluster of Linux containers as a single system to accelerate Dev and simplify Ops,136804.8,677,False,Kubernetes is an open source orchestration system for Docker containers. It handles scheduling onto nodes in a compute cluster and actively manages workloads to ensure that their state matches the users declared intentions.,4149,service,build-test-deploy,devops,container-tools
https://stackshare.io/jenkins,Service_670,Jenkins,An extendable open source continuous integration server,134807.8,2219,False,"In a nutshell Jenkins CI is the leading open-source continuous integration server. Built with Java, it provides over 300 plugins to support building and testing virtually any project.",4002,service,build-test-deploy,devops,continuous-integration
https://stackshare.io/redis,Service_1031,Redis,"Open source (BSD licensed), in-memory data structure store",133290.0,3943,False,"Redis is an open source (BSD licensed), in-memory data structure store, used as a database, cache, and message broker. Redis provides data structures such as strings, hashes, lists, sets, sorted sets with range queries, bitmaps, hyperloglogs, geospatial indexes, and streams.",8758,service,data-stores,application and data,in-memory-databases
https://stackshare.io/angularjs,Service_1019,AngularJS,Superheroic JavaScript MVW Framework,132984.8,5283,False,"AngularJS lets you write client-side web applications as if you had a smarter browser. It lets you use good old HTML (or HAML, Jade and friends!) as your template language and lets you extend HTML’s syntax to express your application’s components clearly and succinctly. It automatically synchronizes data from your UI (view) with your JavaScript objects (model) through 2-way data binding.",7986,service,languages-and-frameworks,application and data,javascript-mvc-frameworks
https://stackshare.io/vue-js,Service_3837,Vue.js,A progressive framework for building user interfaces,122160.8,1552,False,It is a library for building interactive web interfaces. It provides data-reactive components with a simple and flexible API. ,4503,service,libraries,application and data,javascript-ui-libraries
https://stackshare.io/cloudflare,Service_15,CloudFlare,The Web Performance & Security Company.,121877.5,1771,True,"Cloudflare speeds up and protects millions of websites, APIs, SaaS services, and other properties connected to the Internet.",50350,service,assets-and-media,application and data,cdn
https://stackshare.io/amazon-s3,Service_25,Amazon S3,"Store and retrieve any amount of data, at any time, from anywhere on the web",120035.7,2041,False,"Amazon Simple Storage Service provides a fully redundant data storage infrastructure for storing and retrieving any amount of data, at any time, from anywhere on the web",9438,service,data-stores,application and data,cloud-storage
https://stackshare.io/visual-studio,Service_1451,Visual Studio,"State-of-the-art tools and services that you can use to create great apps for devices, the cloud, and everything in between.",119710.6,1087,True,"Visual Studio is a suite of component-based software development tools and other technologies for building powerful, high-performance applications.",11885,service,build-test-deploy,devops,ide
https://stackshare.io/google-fonts,Service_2652,Google Fonts,"Making the web more beautiful, fast, and open through great typography",109996.1,13,False,"A library of 915 free licensed fonts, an interactive web directory for browsing the library, and APIs for conveniently using the fonts via CSS and Android.",60984,service,design,business tools,fonts
https://stackshare.io/apache-http-server,Service_1051,Apache HTTP Server,Open-source HTTP server for modern operating systems including UNIX and Windows,109927.9,1374,False,"The Apache HTTP Server is a powerful and flexible HTTP/1.1 compliant web server.  Originally designed as a replacement for the NCSA HTTP Server, it has grown to be the most popular web server on the Internet.",37958,service,application-hosting,application and data,web-servers
https://stackshare.io/amazon-ec2,Service_18,Amazon EC2,"Scalable, pay-as-you-go compute capacity in the cloud",106809.8,2547,False,It is a web service that provides resizable compute capacity in the cloud. It is designed to make web-scale computing easier for developers.,7768,service,application-hosting,application and data,cloud-hosting
https://stackshare.io/intellij-idea,Service_1453,IntelliJ IDEA,Capable and Ergonomic IDE for JVM,98403.0,1544,True,"Out of the box, IntelliJ IDEA provides a comprehensive feature set including tools and integrations with the most important modern technologies and frameworks for enterprise and web development with Java, Scala, Groovy and other languages.",2104,service,build-test-deploy,devops,ide
https://stackshare.io/trello,Service_109,Trello,"Your entire project, in a single glance",97033.0,3707,False,"Trello is a collaboration tool that organizes your projects into boards. In one glance, Trello tells you what's being worked on, who's working on what, and where something is in a process.",3784,service,collaboration,business tools,project-management
https://stackshare.io/sass,Service_1171,Sass,Syntactically Awesome Style Sheets,94790.7,3002,False,"Sass is an extension of CSS3, adding nested rules, variables, mixins, selector inheritance, and more. It's translated to well-formatted, standard CSS using the command line tool or a web-framework plugin.",5533,service,languages-and-frameworks,application and data,css-pre-processors-extensions
https://stackshare.io/firebase,Service_116,Firebase,The Realtime App Platform,94164.5,1966,True,"Firebase is a cloud service designed to power real-time, collaborative applications. Simply add the Firebase library to your application to gain access to a shared data structure; any changes you make to that data are automatically synchronized with the Firebase cloud and with other clients within milliseconds.",3702,service,application-hosting,application and data,realtime-backend-api
https://stackshare.io/bitbucket,Service_28,Bitbucket,"One place to plan projects, collaborate on code, test and deploy, all with free private repositories",92554.7,2844,True,"Bitbucket gives teams one place to plan projects, collaborate on code, test and deploy, all with free private Git repositories. Teams choose Bitbucket because it has a superior Jira integration, built-in CI/CD, & is free for up to 5 users.",3421,service,build-test-deploy,devops,code-collaboration-version-control
https://stackshare.io/webpack,Service_1682,Webpack,A bundler for javascript and friends,90464.4,750,True,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows to load parts for the application on demand. Through ""loaders"" modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",7988,service,build-test-deploy,devops,javascript-build-tools
https://stackshare.io/font-awesome,Service_3244,Font Awesome,The internet's most popular icon toolkit,89572.0,21,False,"You can get vector icons and social logos on your website with it. It is a font that's made up of symbols, icons, or pictograms that you can use in a webpage, just like a font.",38662,service,design,business tools,fonts
https://stackshare.io/bootstrap,Service_1101,Bootstrap,"Simple and flexible HTML, CSS, and JS for popular UI components and interactions",89460.8,7654,False,"Bootstrap is the most popular HTML, CSS, and JS framework for developing responsive, mobile first projects on the web.",45072,service,languages-and-frameworks,application and data,front-end-frameworks
https://stackshare.io/django,Service_994,Django,The Web framework for perfectionists with deadlines,88502.0,4152,False,"Django is a high-level Python Web framework that encourages rapid development and clean, pragmatic design.",3026,service,languages-and-frameworks,application and data,frameworks
https://stackshare.io/google-maps,Service_1652,Google Maps,Build highly customisable maps with your own content and imagery,86784.2,566,False,"Create rich applications and stunning visualisations of your data, leveraging the comprehensiveness, accuracy, and usability of Google Maps and a modern web platform that scales as you grow.",8379,service,application-utilities,utilities,mapping-apis
https://stackshare.io/google-tag-manager,Service_2107,Google Tag Manager,Quickly and easily update tags and code snippets on your website or mobile app,86305.9,0,False,"Tag Manager gives you the ability to add and update your own tags for conversion tracking, site analytics, remarketing, and more. There are nearly endless ways to track user behavior across your sites and apps, and the intuitive design lets you change tags whenever you want.",54230,service,analytics,utilities,analytics-integrator
https://stackshare.io/ruby,Service_989,Ruby,"A dynamic, interpreted, open source programming language with a focus on simplicity and productivity",86108.4,3956,False,"Ruby is a language of careful balance. Its creator, Yukihiro “Matz” Matsumoto, blended parts of his favorite languages (Perl, Smalltalk, Eiffel, Ada, and Lisp) to form a new language that balanced functional programming with imperative programming.",9199,service,languages-and-frameworks,application and data,languages
https://stackshare.io/elasticsearch,Service_841,Elasticsearch,"Open Source, Distributed, RESTful Search Engine",78146.0,1640,True,"Elasticsearch is a distributed, RESTful search and analytics engine capable of storing data and searching it in near real time. Elasticsearch, Kibana, Beats and Logstash are the Elastic Stack (sometimes called the ELK Stack). ",5080,service,application-utilities,utilities,search-as-a-service
https://stackshare.io/react-native,Service_2699,React Native,A framework for building native apps with React,77256.0,1138,False,"React Native enables you to build world-class application experiences on native platforms using a consistent developer experience based on JavaScript and React. The focus of React Native is on developer efficiency across all the platforms you care about - learn once, write anywhere. Facebook uses React Native in multiple production apps and will continue investing in React Native.",2469,service,languages-and-frameworks,application and data,cross-platform-mobile-development
https://stackshare.io/sublime-text,Service_642,Sublime Text,"A sophisticated text editor for code, markup and prose.",77078.8,4013,False,"Sublime Text is available for OS X, Windows and Linux. One license is all you need to use Sublime Text on every computer you own, no matter what operating system it uses.

Sublime Text uses a custom UI toolkit, optimized for speed and beauty, while taking advantage of native functionality on each platform.",2269,service,build-test-deploy,devops,text-editor
https://stackshare.io/graphql,Service_3820,GraphQL,A data query language and runtime,76878.2,310,False,GraphQL is a data query language and runtime designed and used at Facebook to request and deliver data to mobile and web apps since 2012.,2893,service,languages-and-frameworks,application and data,query-languages
https://stackshare.io/expressjs,Service_1163,ExpressJS,"Sinatra inspired web development framework for node.js -- insanely fast, flexible, and simple",71689.1,1614,False,"Express is a minimal and flexible node.js web application framework, providing a robust set of features for building single and multi-page, and hybrid web applications.",4448,service,languages-and-frameworks,application and data,microframeworks
https://stackshare.io/virtualbox,Service_774,VirtualBox,Run nearly any operating system on a single machine and to freely switch between OS instances running simultaneously,70029.2,1127,False,"VirtualBox is a powerful x86 and AMD64/Intel64 virtualization product for enterprise as well as home use. Not only is VirtualBox an extremely feature rich, high performance product for enterprise customers, it is also the only professional solution that is freely available as Open Source Software under the terms of the GNU General Public License (GPL) version 2.",1273,service,build-test-deploy,devops,virtualization-platform
https://stackshare.io/reduxjs,Service_4074,Redux,Predictable state container for JavaScript apps,68489.7,673,False,"It helps you write applications that behave consistently, run in different environments (client, server, and native), and are easy to test. t provides a great experience, such as live code editing combined with a time traveling debugger.",3506,service,libraries,application and data,state-management-library
https://stackshare.io/jquery-ui,Service_1022,jQuery UI,"Curated set of user interface interactions, effects, widgets, and themes built on top of the jQuery JavaScript Library",66707.9,899,False,"Whether you're building highly interactive web applications or you just need to add a date picker to a form control, jQuery UI is the perfect choice.",24662,service,libraries,application and data,javascript-ui-libraries
https://stackshare.io/shell,Service_4631,Shell,"A shell is a text-based terminal, used for manipulating programs and files. Shell scripts typically manage program execution.",65313.6,0,False,"A shell is a text-based terminal, used for manipulating programs and files. Shell scripts typically manage program execution.",19579,service,languages-and-frameworks,application and data,shells
https://stackshare.io/laravel,Service_992,Laravel,A PHP Framework For Web Artisans,63436.4,3836,False,"It is a web application framework with expressive, elegant syntax. It attempts to take the pain out of development by easing common tasks used in the majority of web projects, such as authentication, routing, sessions, and caching.",3648,service,languages-and-frameworks,application and data,frameworks
https://stackshare.io/pycharm,Service_1644,PyCharm,The Most Intelligent Python IDE,63405.8,451,True,"PyCharm’s smart code editor provides first-class support for Python, JavaScript, CoffeeScript, TypeScript, CSS, popular template languages and more. Take advantage of language-aware code completion, error detection, and on-the-fly code fixes!",1153,service,build-test-deploy,devops,ide
https://stackshare.io/eslint,Service_3337,ESLint,The fully pluggable JavaScript code quality tool,63128.7,28,False,A pluggable and configurable linter tool for identifying and reporting on patterns in JavaScript. Maintain your code quality with ease.,9129,service,build-test-deploy,devops,code-review
https://stackshare.io/g-suite,Service_247,G Suite,Collaboration and productivity apps for Business,62423.3,2473,False,"An integrated suite of secure, cloud-native collaboration and productivity apps. It includes Gmail, Docs, Drive, Calendar, Meet and more.",13497,service,collaboration,business tools,productivity-suite
https://stackshare.io/vim,Service_644,Vim,Highly configurable text editor built to enable efficient text editing,61901.1,2356,False,"Vim is an advanced text editor that seeks to provide the power of the de-facto Unix editor 'Vi', with a more complete feature set. Vim is a highly configurable text editor built to enable efficient text editing. It is an improved version of the vi editor distributed with most UNIX systems. Vim is distributed free as charityware. ",1629,service,build-test-deploy,devops,text-editor
https://stackshare.io/github-actions,Service_11563,GitHub Actions,Automate your workflow from idea to production,61866.2,27,False,"It makes it easy to automate all your software workflows, now with world-class CI/CD. Build, test, and deploy your code right from GitHub. Make code reviews, branch management, and issue triaging work the way you want.",20138,service,build-test-deploy,devops,continuous-integration
https://stackshare.io/spring-boot,Service_2927,Spring Boot,"Create Spring-powered, production-grade applications and services with absolute minimum fuss",60151.2,1007,False,"Spring Boot makes it easy to create stand-alone, production-grade Spring based Applications that you can ""just run"". We take an opinionated view of the Spring platform and third-party libraries so you can get started with minimum fuss. Most Spring Boot applications need very little Spring configuration.",1315,service,languages-and-frameworks,application and data,frameworks
https://stackshare.io/android,Service_1010,Android SDK,"An SDK that provides you the API libraries and developer tools necessary to build, test, and debug apps for Android.",59499.7,799,False,Android provides a rich application framework that allows you to build innovative apps and games for mobile devices in a Java language environment.,2617,service,languages-and-frameworks,application and data,frameworks
https://stackshare.io/heroku,Service_133,Heroku,"Build, deliver, monitor and scale web apps and APIs with a trail blazing developer experience.",58709.2,3208,True,"Heroku is a cloud application platform – a new way of building and deploying web apps. Heroku lets app developers spend 100% of their time on their application code, not managing servers, deployment, ongoing operations, or scaling.",2534,service,application-hosting,application and data,platform-as-a-service
https://stackshare.io/confluence,Service_769,Confluence,"One place to share, find, and collaborate on information",57396.9,202,False,"Capture the knowledge that's too often lost in email inboxes and shared network drives in Confluence instead – where it's easy to find, use, and update.",3219,service,collaboration,business tools,project-management
https://stackshare.io/android-studio,Service_1447,Android Studio,Android development environment based on IntelliJ IDEA,56581.2,361,False,Android Studio is a new Android development environment based on IntelliJ IDEA. It provides new features and improvements over Eclipse ADT and will be the official Android IDE once it's ready.,2312,service,build-test-deploy,devops,ide
https://stackshare.io/aws-lambda,Service_1909,AWS Lambda,"Automatically run code in response to modifications to objects in Amazon S3 buckets, messages in Kinesis streams, or updates in DynamoDB",56175.9,432,False,"AWS Lambda is a compute service that runs your code in response to events and automatically manages the underlying compute resources for you. You can use AWS Lambda to extend other AWS services with custom logic, or create your own back-end services that operate at AWS scale, performance, and security.",4815,service,application-hosting,application and data,serverless-task-processing
https://stackshare.io/kafka,Service_1063,Kafka,"Distributed, fault tolerant, high throughput pub-sub messaging system",55926.4,606,False,"Kafka is a distributed, partitioned, replicated commit log service. It provides the functionality of a messaging system, but with a unique design.",1938,service,data-stores,application and data,message-queue
https://stackshare.io/dropbox,Service_146,Dropbox,Build the power of Dropbox into your apps,52792.1,1664,True,"Harness the power of Dropbox. Connect to an account, upload, download, search, and more.",1650,service,assets-and-media,application and data,file-storage
https://stackshare.io/microsoft-azure,Service_213,Microsoft Azure,"Integrated cloud services and infrastructure to support computing, database, analytics, mobile, and web scenarios.",52424.0,768,True,"Azure is an open and flexible cloud platform that enables you to quickly build, deploy and manage applications across a global network of Microsoft-managed datacenters. You can build applications using any language, tool or framework. And you can integrate your public cloud applications with your existing IT environment.",5468,service,application-hosting,application and data,cloud-hosting
https://stackshare.io/asp-net,Service_6755,ASP.NET,An open source web framework for building modern web apps and services with .NET,52054.2,40,False,".NET is a developer platform made up of tools, programming languages, and libraries for building many different types of applications.",15358,service,languages-and-frameworks,application and data,languages
https://stackshare.io/yarn,Service_5848,Yarn,A new package manager for JavaScript,51269.4,151,False,Yarn caches every package it downloads so it never needs to again. It also parallelizes operations to maximize resource utilization so install times are faster than ever.,4996,service,build-test-deploy,devops,front-end-package-manager
https://stackshare.io/rabbitmq,Service_1061,RabbitMQ,Open source multiprotocol messaging broker,49610.5,528,False,"RabbitMQ gives your applications a common platform to send and receive messages, and your messages a safe place to live until received.",2489,service,data-stores,application and data,message-queue
https://stackshare.io/babel,Service_2739,Babel,"Use next generation JavaScript, today.",48089.0,391,True,"Babel will turn your ES6+ code into ES5 friendly code, so you can start using it right now without waiting for browser support.",6461,service,build-test-deploy,devops,javascript-compilers
https://stackshare.io/golang,Service_1005,Golang,"An open source programming language that makes it easy to build simple, reliable, and efficient software",47938.0,3264,True,"Go is expressive, concise, clean, and efficient. Its concurrency mechanisms make it easy to write programs that get the most out of multicore and networked machines, while its novel type system enables flexible and modular program construction. Go compiles quickly to machine code yet has the convenience of garbage collection and the power of run-time reflection. It's a fast, statically typed, compiled language that feels like a dynamically typed, interpreted language.",4382,service,languages-and-frameworks,application and data,languages
https://stackshare.io/docker-compose,Service_3136,Docker Compose,Define and run multi-container applications with Docker,47541.6,501,True,"With Compose, you define a multi-container application in a single file, then spin your application up in a single command which does everything that needs to be done to get it running.",2607,service,build-test-deploy,devops,container-tools
https://stackshare.io/markdown,Service_1147,Markdown,"Text-to-HTML conversion tool/syntax for web writers, by John Gruber",47456.2,960,False,"Markdown is two things: (1) a plain text formatting syntax; and (2) a software tool, written in Perl, that converts the plain text formatting to HTML. ",1909,service,languages-and-frameworks,application and data,languages
https://stackshare.io/google-cloud-platform,Service_4240,Google Cloud Platform,A suite of cloud computing services,47424.2,18,False,"It helps you build what's next with secure infrastructure, developer tools, APIs, data analytics and machine learning. It is a suite of cloud computing services that runs on the same infrastructure that Google uses internally for its end-user products, such as Google Search and YouTube.",9037,service,application-hosting,application and data,cloud-hosting
https://stackshare.io/travis-ci,Service_460,Travis CI,A hosted continuous integration service for open source and private projects,46252.7,1749,True,"Free for open source projects, our CI environment provides multiple runtimes (e.g. Node.js or PHP versions), data stores and so on. Because of this, hosting your project on travis-ci.com means you can effortlessly test your library or applications against multiple runtimes and data stores without even having all of them installed locally.",2751,service,build-test-deploy,devops,continuous-integration
https://stackshare.io/kibana,Service_1722,Kibana,Visualize your Elasticsearch data and navigate the Elastic Stack,46027.0,261,True,"Kibana is an open source (Apache Licensed), browser based analytics and search dashboard for Elasticsearch. Kibana is a snap to setup and start using. Kibana strives to be easy to get started with, while also being flexible and powerful, just like Elasticsearch.",2306,service,monitoring,devops,monitoring-tools
https://stackshare.io/notepad-plus-plus,Service_646,Notepad++,Free source code editor and Notepad replacement,45706.7,417,False,"Notepad++ is a free (as in ""free speech"" and also as in ""free beer"") source code editor and Notepad replacement that supports several languages. Running in the MS Windows environment, its use is governed by GPL License.",557,service,build-test-deploy,devops,text-editor
https://stackshare.io/microsoft-sql-server,Service_1027,Microsoft SQL Server,A relational database management system developed by Microsoft,45249.6,540,False,"Microsoft® SQL Server is a database management and analysis system for e-commerce, line-of-business, and data warehousing solutions. ",2498,service,data-stores,application and data,databases
https://stackshare.io/mailchimp,Service_47,Mailchimp,Easy email newsletters,44588.5,1173,False,"MailChimp helps you design email newsletters, share them on social networks, integrate with services you already use, and track your results. It's like your own personal publishing platform.",7751,service,support-sales-and-marketing,business tools,email-marketing
https://stackshare.io/flask,Service_1001,Flask,"A microframework for Python based on Werkzeug, Jinja 2 and good intentions",43801.0,82,False,Flask is intended for getting started very quickly and was developed with best intentions in mind.,1440,service,languages-and-frameworks,application and data,microframeworks
https://stackshare.io/ansible,Service_663,Ansible,"Radically simple configuration-management, application deployment, task-execution, and multi-node orchestration engine",43778.1,1323,True,"Ansible is an IT automation tool. It can configure systems, deploy software, and orchestrate more advanced IT tasks such as continuous deployments or zero downtime rolling updates. Ansible’s goals are foremost those of simplicity and maximum ease of use.",2329,service,build-test-deploy,devops,server-configuration-and-automation
https://stackshare.io/gradle,Service_975,Gradle,A powerful build system for the JVM,43654.3,254,True,"Gradle is a build tool with a focus on build automation and support for multi-language development. If you are building, testing, publishing, and deploying software on any platform, Gradle offers a flexible model that can support the entire development lifecycle from compiling and packaging code to publishing web sites.",7838,service,build-test-deploy,devops,java-build-tools
